run_index	round	agent	variant	status	val_bpb	best_so_far	cost_usd
1	1	a0	0	ok	1.039018	1.012531	0.0
2	2	a0	0	ok	1.002905	1.002905	0.0
3	3	a0	0	crash		1.002905	0.0
4	4	a0	0	ok	1.069575	1.002905	0.0
5	5	a0	0	ok	1.017372	1.002905	0.0
6	6	a0	0	ok	1.009238	1.002905	0.0
7	7	a0	0	ok	1.00463	1.002905	0.0
8	8	a0	0	ok	1.004438	1.002905	0.0
9	9	a0	0	ok	1.006833	1.002905	0.0
10	10	a0	0	ok	1.006996	1.002905	0.0
11	11	a0	0	ok	0.988032	0.988032	0.0
12	12	a0	0	ok	0.987682	0.987682	0.0
13	13	a0	0	ok	0.998458	0.987682	0.0
14	14	a0	0	ok	0.985612	0.985612	0.0
15	15	a0	0	ok	0.98515	0.98515	0.0
16	16	a0	0	ok	0.98619	0.98515	0.0
17	17	a0	0	ok	0.987218	0.98515	0.0
18	18	a0	0	ok	0.989457	0.98515	0.0
19	19	a0	0	ok	0.987137	0.98515	0.0
20	20	a0	0	ok	0.985593	0.98515	0.0
21	21	a0	0	ok	0.986404	0.98515	0.0
22	22	a0	0	ok	0.986376	0.98515	0.0
23	23	a0	0	ok	0.984334	0.984334	0.0
24	24	a0	0	ok	0.986681	0.984334	0.0
25	25	a0	0	ok	0.98399	0.98399	0.0
26	26	a0	0	ok	0.984872	0.98399	0.0
27	27	a0	0	ok	0.981159	0.981159	0.0
28	28	a0	0	ok	0.983578	0.981159	0.0
29	29	a0	0	ok	0.981856	0.981159	0.0
30	30	a0	0	ok	0.979324	0.979324	0.0
31	31	a0	0	ok	0.986418	0.979324	0.0
32	32	a0	0	ok	0.980041	0.979324	0.0
33	33	a0	0	ok	0.979559	0.979324	0.0
34	34	a0	0	ok	0.98143	0.979324	0.0
35	35	a0	0	ok	0.979623	0.979324	0.0
36	36	a0	0	ok	0.980533	0.979324	0.0
