run_index	round	agent	variant	status	val_bpb	best_so_far	cost_usd
1	0	a0	0	ok	0.99728	0.99728	1.4069375
2	0	a1	0	ok	0.997942	0.99728	1.308357
3	0	a2	0	ok	0.9935	0.9935	1.851451
4	0	a3	0	ok	1.001167	0.9935	1.7213230000000004
5	0	a4	0	ok	0.99653	0.9935	1.2643410000000004
6	0	a5	0	ok	0.988076	0.988076	1.403054
7	1	a0	0	ok	1.054503	0.988076	2.1860209999999998
8	1	a1	0	ok	1.033354	0.988076	1.8933169999999997
9	1	a2	0	ok	1.033433	0.988076	2.289827
10	1	a3	0	ok	1.033838	0.988076	2.260445
11	1	a4	0	ok	1.033314	0.988076	2.0950780000000004
12	1	a5	0	ok	1.018287	0.988076	2.475127
13	2	a0	0	ok	0.995347	0.988076	2.2742875000000002
14	2	a1	0	ok	0.998596	0.988076	8.248825
15	2	a2	0	ok	0.988076	0.988076	3.1399684999999997
16	2	a3	0	ok	1.000945	0.988076	3.0073665000000007
17	2	a4	0	ok	1.000971	0.988076	2.711361
18	2	a5	0	ok	0.994916	0.988076	2.9979445
19	3	a0	0	ok	0.987227	0.987227	3.2684795000000006
20	3	a1	0	ok	0.989041	0.987227	2.904059000000001
21	3	a2	0	ok	0.988612	0.987227	4.181738999999999
22	3	a3	0	ok	0.989734	0.987227	3.809564
23	3	a4	0	ok	0.98849	0.987227	4.468704499999999
24	3	a5	0	ok	0.988598	0.987227	3.6265355000000006
25	4	a0	0	ok	0.985624	0.985624	4.043657500000001
26	4	a1	0	ok	0.981817	0.981817	4.894512499999999
27	4	a2	0	ok	0.982712	0.981817	3.316187
28	4	a3	0	ok	0.984406	0.981817	4.963492499999999
29	4	a4	0	ok	0.986958	0.981817	4.573233999999999
30	4	a5	0	ok	0.991196	0.981817	4.112215
