Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 31,457,280
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,960
  scalars                 : 20
  total                   : 91,096,020
Estimated FLOPs per token: 4.286112e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011343 | lrm: 1.00 | dt: 21606ms | tok/sec: 12,133 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.197967 | lrm: 1.00 | dt: 256ms | tok/sec: 1,024,065 | mfu: 44.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.967605 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,536 | mfu: 43.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.585266 | lrm: 1.00 | dt: 259ms | tok/sec: 1,010,245 | mfu: 43.8% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.194213 | lrm: 1.00 | dt: 285ms | tok/sec: 921,036 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.817916 | lrm: 1.00 | dt: 263ms | tok/sec: 995,838 | mfu: 43.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.511492 | lrm: 1.00 | dt: 262ms | tok/sec: 1,000,557 | mfu: 43.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.261081 | lrm: 1.00 | dt: 265ms | tok/sec: 988,758 | mfu: 42.8% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.047519 | lrm: 1.00 | dt: 279ms | tok/sec: 939,168 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.863539 | lrm: 1.00 | dt: 266ms | tok/sec: 986,786 | mfu: 42.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.708340 | lrm: 1.00 | dt: 264ms | tok/sec: 992,689 | mfu: 43.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.570920 | lrm: 1.00 | dt: 274ms | tok/sec: 958,361 | mfu: 41.5% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.448111 | lrm: 1.00 | dt: 273ms | tok/sec: 961,442 | mfu: 41.6% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.343749 | lrm: 1.00 | dt: 264ms | tok/sec: 991,258 | mfu: 42.9% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 6.251304 | lrm: 1.00 | dt: 264ms | tok/sec: 993,383 | mfu: 43.0% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 6.166921 | lrm: 1.00 | dt: 270ms | tok/sec: 969,465 | mfu: 42.0% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 6.092480 | lrm: 1.00 | dt: 270ms | tok/sec: 971,081 | mfu: 42.1% | epoch: 1 | remaining: 298s    
step 00017 (0.5%) | loss: 6.021705 | lrm: 1.00 | dt: 267ms | tok/sec: 982,264 | mfu: 42.5% | epoch: 1 | remaining: 298s    
step 00018 (0.6%) | loss: 5.959546 | lrm: 1.00 | dt: 267ms | tok/sec: 983,306 | mfu: 42.6% | epoch: 1 | remaining: 298s    
step 00019 (0.7%) | loss: 5.902016 | lrm: 1.00 | dt: 270ms | tok/sec: 969,224 | mfu: 42.0% | epoch: 1 | remaining: 298s    
step 00020 (0.8%) | loss: 5.848707 | lrm: 1.00 | dt: 267ms | tok/sec: 981,620 | mfu: 42.5% | epoch: 1 | remaining: 297s    
step 00021 (0.9%) | loss: 5.800173 | lrm: 1.00 | dt: 267ms | tok/sec: 980,438 | mfu: 42.5% | epoch: 1 | remaining: 297s    
step 00022 (1.0%) | loss: 5.757019 | lrm: 1.00 | dt: 270ms | tok/sec: 970,356 | mfu: 42.0% | epoch: 1 | remaining: 297s    
step 00023 (1.1%) | loss: 5.715967 | lrm: 1.00 | dt: 270ms | tok/sec: 971,486 | mfu: 42.1% | epoch: 1 | remaining: 297s    
step 00024 (1.2%) | loss: 5.677181 | lrm: 1.00 | dt: 267ms | tok/sec: 981,530 | mfu: 42.5% | epoch: 1 | remaining: 296s    
step 00025 (1.3%) | loss: 5.638612 | lrm: 1.00 | dt: 267ms | tok/sec: 983,613 | mfu: 42.6% | epoch: 1 | remaining: 296s    
step 00026 (1.3%) | loss: 5.602051 | lrm: 1.00 | dt: 266ms | tok/sec: 985,940 | mfu: 42.7% | epoch: 1 | remaining: 296s    
step 00027 (1.4%) | loss: 5.566405 | lrm: 1.00 | dt: 269ms | tok/sec: 974,672 | mfu: 42.2% | epoch: 1 | remaining: 295s    
step 00028 (1.5%) | loss: 5.535520 | lrm: 1.00 | dt: 267ms | tok/sec: 983,273 | mfu: 42.6% | epoch: 1 | remaining: 295s    
step 00029 (1.6%) | loss: 5.504630 | lrm: 1.00 | dt: 269ms | tok/sec: 976,008 | mfu: 42.3% | epoch: 1 | remaining: 295s    
step 00030 (1.7%) | loss: 5.470864 | lrm: 1.00 | dt: 270ms | tok/sec: 972,340 | mfu: 42.1% | epoch: 1 | remaining: 295s    
