commit	val_bpb	memory_gb	status	description
228791f	0.996841	44.0	ok	Baseline: unchanged code, establish reproducibility
23a6dcb	0.997250	44.0	ok	Increase EMBEDDING_LR from 0.6 to 0.8
3a8b696	0.996279	44.0	ok	Increase MATRIX_LR from 0.04 to 0.05
a746487	0.996071	44.0	ok	Increase MATRIX_LR from 0.05 to 0.06
6c14e52	0.997070	44.0	ok	Increase MATRIX_LR to 0.07
0670d9e	0.995559	44.0	ok	MATRIX_LR=0.06 + WEIGHT_DECAY=0.15
50011d5	0.995570	44.0	ok	MATRIX_LR=0.06 + WEIGHT_DECAY=0.1
8322efc	0.995551	44.0	ok	MATRIX_LR=0.06 + WEIGHT_DECAY=0.15 + UNEMBEDDING_LR=0.006
0948405	0.994809	44.0	ok	SCALAR_LR reduced from 0.5 to 0.4
b2c4591	0.995800	44.0	ok	SCALAR_LR reduced to 0.3
2c67985	0.995158	44.0	ok	EMBEDDING_LR=0.65, SCALAR_LR=0.4
fbd84e4	0.995398	44.0	ok	MATRIX_LR=0.055, SCALAR_LR=0.4
0b41b15	0.995942	44.0	ok	WEIGHT_DECAY=0.12, keeping MATRIX_LR=0.06, SCALAR_LR=0.4
9b8b86e	0.995055	44.0	ok	ADAM_BETAS=(0.75, 0.95)
87ac330	0.996245	44.0	ok	ADAM_BETAS=(0.85, 0.95)
b99cc98	0.994955	44.0	ok	ADAM_BETAS=(0.8, 0.92)
3972452	0.994780	44.0	ok	ADAM_BETAS=(0.8, 0.90)
027daf6	0.994851	44.0	ok	ADAM_BETAS=(0.8, 0.88)
0a331ca	0.999977	66.5	ok	DEPTH=10 with best optimizer hyperparams
78ae3ad	1.043521	26.6	ok	DEPTH=6 with best optimizer hyperparams
5d48413	0.994182	54.1	ok	ASPECT_RATIO=70 with best optimizer hyperparams
a0168ca	0.994092	54.1	ok	ASPECT_RATIO=75
2fd23b8	0.994104	54.1	ok	ASPECT_RATIO=80
7511cd2	0.994877	54.1	ok	ASPECT_RATIO=75 + WARMDOWN_RATIO=0.4
94417e6	0.993136	54.1	ok	ASPECT_RATIO=75 + EMBEDDING_LR=0.7
1a05ebd	0.993211	54.1	ok	ASPECT_RATIO=75 + EMBEDDING_LR=0.75
fca4ce4	0.993672	54.1	ok	ASPECT_RATIO=75 + EMBEDDING_LR=0.7 + MATRIX_LR=0.065
7c50c77	0.995876	54.1	ok	ASPECT_RATIO=75 + EMBEDDING_LR=0.7 + SCALAR_LR=0.45
722711d	0.993737	54.1	ok	ASPECT_RATIO=75 + EMBEDDING_LR=0.7 + WEIGHT_DECAY=0.12
217a664	0.993469	54.1	ok	ASPECT_RATIO=73 + EMBEDDING_LR=0.7
d288325	0.992818	54.1	ok	ASPECT_RATIO=77 + EMBEDDING_LR=0.7
652779a	0.993146	54.1	ok	ASPECT_RATIO=78 + EMBEDDING_LR=0.7
6eea013	0.993896	54.1	ok	ASPECT_RATIO=77 + EMBEDDING_LR=0.68
a30561f	0.995399	54.1	ok	ASPECT_RATIO=77 + EMBEDDING_LR=0.72
96f42c2	0.995511	54.1	ok	ASPECT_RATIO=77 + EMBEDDING_LR=0.7 + MATRIX_LR=0.064
0718f6f	0.994692	54.1	ok	ASPECT_RATIO=77 + EMBEDDING_LR=0.7 + WINDOW_PATTERN=SLSL
