run_index	round	agent	variant	status	val_bpb	best_so_far	cost_usd
1	1	a0	0	ok	0.996841	0.996598	0.0
2	2	a0	0	ok	0.99725	0.996598	0.0
3	3	a0	0	ok	0.996279	0.996279	0.0
4	4	a0	0	ok	0.996071	0.996071	0.0
5	5	a0	0	ok	0.99707	0.996071	0.0
6	6	a0	0	ok	0.995559	0.995559	0.0
7	7	a0	0	ok	0.99557	0.995559	0.0
8	8	a0	0	ok	0.995551	0.995551	0.0
9	9	a0	0	ok	0.994809	0.994809	0.0
10	10	a0	0	ok	0.9958	0.994809	0.0
11	11	a0	0	ok	0.995158	0.994809	0.0
12	12	a0	0	ok	0.995398	0.994809	0.0
13	13	a0	0	ok	0.995942	0.994809	0.0
14	14	a0	0	ok	0.995055	0.994809	0.0
15	15	a0	0	ok	0.996245	0.994809	0.0
16	16	a0	0	ok	0.994955	0.994809	0.0
17	17	a0	0	ok	0.99478	0.99478	0.0
18	18	a0	0	ok	0.994851	0.99478	0.0
19	19	a0	0	ok	0.999977	0.99478	0.0
20	20	a0	0	ok	1.043521	0.99478	0.0
21	21	a0	0	ok	0.994182	0.994182	0.0
22	22	a0	0	ok	0.994092	0.994092	0.0
23	23	a0	0	ok	0.994104	0.994092	0.0
24	24	a0	0	ok	0.994877	0.994092	0.0
25	25	a0	0	ok	0.993136	0.993136	0.0
26	26	a0	0	ok	0.993211	0.993136	0.0
27	27	a0	0	ok	0.993672	0.993136	0.0
28	28	a0	0	ok	0.995876	0.993136	0.0
29	29	a0	0	ok	0.993737	0.993136	0.0
30	30	a0	0	ok	0.993469	0.993136	0.0
31	31	a0	0	ok	0.992818	0.992818	0.0
32	32	a0	0	ok	0.993146	0.992818	0.0
33	33	a0	0	ok	0.993896	0.992818	0.0
34	34	a0	0	ok	0.995399	0.992818	0.0
35	35	a0	0	ok	0.995511	0.992818	0.0
36	36	a0	0	ok	0.994692	0.992818	0.0
