run_index	round	agent	variant	status	val_bpb	best_so_far	cost_usd
1	1	a0	0	crash		0.997359	0.0
2	2	a0	0	ok	1.016412	0.997359	0.0
3	3	a1	0	ok	0.997063	0.997063	0.0
4	4	a2	0	ok	0.998896	0.997063	0.0
5	5	a0	0	ok	0.988276	0.988276	0.0
6	6	a1	0	ok	0.99819	0.988276	0.0
7	7	a2	0	ok	0.996545	0.988276	0.0
8	8	a0	0	ok	0.996595	0.988276	0.0
9	9	a1	0	ok	0.995669	0.988276	0.0
10	10	a2	0	ok	1.001337	0.988276	0.0
11	11	a0	0	ok	1.036326	0.988276	0.0
12	12	a1	0	ok	1.004044	0.988276	0.0
13	13	a2	0	ok	0.993158	0.988276	0.0
14	14	a0	0	ok	0.993689	0.988276	0.0
15	15	a1	0	ok	0.987666	0.987666	0.0
16	16	a2	0	ok	0.988486	0.987666	0.0
17	17	a0	0	ok	0.987961	0.987666	0.0
18	18	a1	0	ok	0.99716	0.987666	0.0
19	19	a2	0	ok	0.987528	0.987528	0.0
20	20	a0	0	ok	0.995361	0.987528	0.0
21	21	a1	0	ok	0.987507	0.987507	0.0
22	22	a2	0	ok	0.986679	0.986679	0.0
23	23	a0	0	ok	0.983408	0.983408	0.0
24	24	a1	0	ok	0.994008	0.983408	0.0
25	25	a2	0	ok	0.986508	0.983408	0.0
26	26	a0	0	ok	0.985007	0.983408	0.0
27	27	a1	0	ok	0.983331	0.983331	0.0
28	28	a2	0	ok	0.986062	0.983331	0.0
29	29	a0	0	ok	0.988636	0.983331	0.0
30	30	a1	0	ok	0.982424	0.982424	0.0
31	31	a2	0	ok	0.98464	0.982424	0.0
32	32	a0	0	ok	0.983454	0.982424	0.0
33	33	a1	0	ok	0.984724	0.982424	0.0
34	34	a2	0	ok	0.985999	0.982424	0.0
35	35	a1	0	ok	0.98213	0.98213	0.0
36	36	a2	0	ok	0.982382	0.98213	0.0
