run_index	round	agent	variant	status	val_bpb	best_so_far	cost_usd
1	0	a0	0	ok	1.002652	1.002652	0.401399
2	0	a0	1	ok	1.00253	1.00253	0.40823479999999995
3	0	a1	0	ok	1.015989	1.00253	0.5009952
4	0	a1	1	ok	1.01624	1.00253	0.5187256
5	0	a2	0	ok	1.01531	1.00253	0.4332146
6	0	a2	1	ok	1.012971	1.00253	0.4506938
7	1	a0	0	ok	1.004728	1.00253	0.46137360000000005
8	1	a0	1	ok	1.005897	1.00253	0.460487
9	1	a1	0	crash		1.00253	0.46018760000000003
10	1	a1	1	crash		1.00253	0.3483354
11	1	a2	0	ok	1.005574	1.00253	0.3966252
12	1	a2	1	ok	1.005623	1.00253	0.39713280000000006
13	2	a0	0	ok	1.003021	1.00253	0.5203833999999999
14	2	a0	1	ok	1.003814	1.00253	0.5782910000000001
15	2	a1	0	ok	0.998944	0.998944	0.4688226
16	2	a1	1	ok	0.998924	0.998924	0.46860060000000003
17	2	a2	0	ok	1.00324	0.998924	0.4981808
18	2	a2	1	ok	1.006934	0.998924	0.486018
19	3	a0	0	ok	1.002663	0.998924	0.5711762
20	3	a0	1	ok	1.000894	0.998924	0.42654600000000004
21	3	a1	0	ok	1.000503	0.998924	0.544819
22	3	a1	1	ok	1.003182	0.998924	0.5431558
23	3	a2	0	ok	1.002883	0.998924	0.6318904000000001
24	3	a2	1	ok	0.99844	0.99844	0.6915968
25	4	a0	0	ok	0.993109	0.993109	0.45586119999999997
26	4	a0	1	ok	0.998511	0.993109	0.7126096000000002
27	4	a1	0	ok	0.99295	0.99295	0.5044502
28	4	a1	1	ok	0.99301	0.99295	0.6380818
29	4	a2	0	ok	0.992975	0.99295	0.5189790000000001
30	4	a2	1	ok	0.993153	0.99295	0.4608624
