Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 8, 'n_kv_head': 8, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,848
  scalars                 : 16
  total                   : 50,332,688
Estimated FLOPs per token: 2.107699e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 6626ms | tok/sec: 39,564 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867335 | lrm: 1.00 | dt: 149ms | tok/sec: 1,765,030 | mfu: 37.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.485944 | lrm: 1.00 | dt: 150ms | tok/sec: 1,743,969 | mfu: 37.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.033788 | lrm: 1.00 | dt: 151ms | tok/sec: 1,733,507 | mfu: 36.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.654537 | lrm: 1.00 | dt: 151ms | tok/sec: 1,734,727 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322088 | lrm: 1.00 | dt: 151ms | tok/sec: 1,736,488 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.069139 | lrm: 1.00 | dt: 159ms | tok/sec: 1,646,535 | mfu: 35.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.863998 | lrm: 1.00 | dt: 168ms | tok/sec: 1,557,196 | mfu: 33.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.689436 | lrm: 1.00 | dt: 183ms | tok/sec: 1,431,376 | mfu: 30.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.541040 | lrm: 1.00 | dt: 175ms | tok/sec: 1,498,754 | mfu: 31.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.417554 | lrm: 1.00 | dt: 180ms | tok/sec: 1,456,794 | mfu: 31.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.308237 | lrm: 1.00 | dt: 152ms | tok/sec: 1,725,639 | mfu: 36.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.210187 | lrm: 1.00 | dt: 152ms | tok/sec: 1,724,973 | mfu: 36.7% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.127568 | lrm: 1.00 | dt: 169ms | tok/sec: 1,548,306 | mfu: 33.0% | epoch: 1 | remaining: 300s    
step 00014 (0.2%) | loss: 6.054295 | lrm: 1.00 | dt: 152ms | tok/sec: 1,722,581 | mfu: 36.7% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.986719 | lrm: 1.00 | dt: 179ms | tok/sec: 1,466,160 | mfu: 31.2% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.926764 | lrm: 1.00 | dt: 153ms | tok/sec: 1,718,201 | mfu: 36.6% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.868945 | lrm: 1.00 | dt: 177ms | tok/sec: 1,479,938 | mfu: 31.5% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.818072 | lrm: 1.00 | dt: 152ms | tok/sec: 1,722,721 | mfu: 36.7% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.770040 | lrm: 1.00 | dt: 187ms | tok/sec: 1,403,435 | mfu: 29.9% | epoch: 1 | remaining: 299s    
step 00020 (0.5%) | loss: 5.724887 | lrm: 1.00 | dt: 151ms | tok/sec: 1,733,600 | mfu: 36.9% | epoch: 1 | remaining: 298s    
step 00021 (0.5%) | loss: 5.683596 | lrm: 1.00 | dt: 154ms | tok/sec: 1,705,250 | mfu: 36.3% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 5.647197 | lrm: 1.00 | dt: 162ms | tok/sec: 1,618,835 | mfu: 34.5% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 5.612059 | lrm: 1.00 | dt: 180ms | tok/sec: 1,452,814 | mfu: 30.9% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 5.579312 | lrm: 1.00 | dt: 153ms | tok/sec: 1,708,265 | mfu: 36.4% | epoch: 1 | remaining: 298s    
step 00025 (0.8%) | loss: 5.545957 | lrm: 1.00 | dt: 156ms | tok/sec: 1,683,638 | mfu: 35.9% | epoch: 1 | remaining: 298s    
step 00026 (0.8%) | loss: 5.513318 | lrm: 1.00 | dt: 164ms | tok/sec: 1,596,387 | mfu: 34.0% | epoch: 1 | remaining: 297s    
step 00027 (0.9%) | loss: 5.481466 | lrm: 1.00 | dt: 166ms | tok/sec: 1,581,585 | mfu: 33.7% | epoch: 1 | remaining: 297s    
step 00028 (0.9%) | loss: 5.453507 | lrm: 1.00 | dt: 161ms | tok/sec: 1,629,224 | mfu: 34.7% | epoch: 1 | remaining: 297s    
step 00029 (1.0%) | loss: 5.425654 | lrm: 1.00 | dt: 163ms | tok/sec: 1,605,185 | mfu: 34.2% | epoch: 1 | remaining: 297s    
step 00030 (1.0%) | loss: 5.394872 | lrm: 1.00 | dt: 175ms | tok/sec: 1,493,942 | mfu: 31.8% | epoch: 1 | remaining: 297s    
