Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 6584ms | tok/sec: 39,814 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867616 | lrm: 1.00 | dt: 154ms | tok/sec: 1,697,872 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.488849 | lrm: 1.00 | dt: 158ms | tok/sec: 1,660,407 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.042265 | lrm: 1.00 | dt: 157ms | tok/sec: 1,671,460 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.668648 | lrm: 1.00 | dt: 156ms | tok/sec: 1,679,972 | mfu: 40.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.337287 | lrm: 1.00 | dt: 157ms | tok/sec: 1,667,250 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.082036 | lrm: 1.00 | dt: 182ms | tok/sec: 1,437,794 | mfu: 34.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.875806 | lrm: 1.00 | dt: 194ms | tok/sec: 1,349,098 | mfu: 32.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.701945 | lrm: 1.00 | dt: 177ms | tok/sec: 1,478,822 | mfu: 35.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.553273 | lrm: 1.00 | dt: 183ms | tok/sec: 1,435,502 | mfu: 34.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.429046 | lrm: 1.00 | dt: 172ms | tok/sec: 1,521,108 | mfu: 36.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.318998 | lrm: 1.00 | dt: 157ms | tok/sec: 1,668,520 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.220486 | lrm: 1.00 | dt: 158ms | tok/sec: 1,657,478 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.137322 | lrm: 1.00 | dt: 164ms | tok/sec: 1,596,326 | mfu: 38.6% | epoch: 1 | remaining: 300s    
step 00014 (0.2%) | loss: 6.063369 | lrm: 1.00 | dt: 163ms | tok/sec: 1,611,983 | mfu: 38.9% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.995136 | lrm: 1.00 | dt: 180ms | tok/sec: 1,457,242 | mfu: 35.2% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.934713 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,481 | mfu: 39.7% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.876986 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,891 | mfu: 39.7% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.826305 | lrm: 1.00 | dt: 185ms | tok/sec: 1,420,067 | mfu: 34.3% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.778405 | lrm: 1.00 | dt: 163ms | tok/sec: 1,607,999 | mfu: 38.9% | epoch: 1 | remaining: 299s    
step 00020 (0.5%) | loss: 5.733331 | lrm: 1.00 | dt: 158ms | tok/sec: 1,662,023 | mfu: 40.2% | epoch: 1 | remaining: 298s    
step 00021 (0.5%) | loss: 5.692894 | lrm: 1.00 | dt: 166ms | tok/sec: 1,581,851 | mfu: 38.2% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 5.657617 | lrm: 1.00 | dt: 162ms | tok/sec: 1,616,263 | mfu: 39.1% | epoch: 1 | remaining: 298s    
step 00023 (0.7%) | loss: 5.622661 | lrm: 1.00 | dt: 207ms | tok/sec: 1,268,770 | mfu: 30.7% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 5.590056 | lrm: 1.00 | dt: 157ms | tok/sec: 1,672,477 | mfu: 40.4% | epoch: 1 | remaining: 298s    
step 00025 (0.8%) | loss: 5.557272 | lrm: 1.00 | dt: 159ms | tok/sec: 1,653,594 | mfu: 40.0% | epoch: 1 | remaining: 298s    
step 00026 (0.8%) | loss: 5.525794 | lrm: 1.00 | dt: 168ms | tok/sec: 1,564,183 | mfu: 37.8% | epoch: 1 | remaining: 297s    
step 00027 (0.9%) | loss: 5.495044 | lrm: 1.00 | dt: 174ms | tok/sec: 1,505,652 | mfu: 36.4% | epoch: 1 | remaining: 297s    
step 00028 (0.9%) | loss: 5.468018 | lrm: 1.00 | dt: 159ms | tok/sec: 1,644,680 | mfu: 39.7% | epoch: 1 | remaining: 297s    
step 00029 (1.0%) | loss: 5.441010 | lrm: 1.00 | dt: 169ms | tok/sec: 1,548,492 | mfu: 37.4% | epoch: 1 | remaining: 297s    
step 00030 (1.1%) | loss: 5.411194 | lrm: 1.00 | dt: 161ms | tok/sec: 1,625,231 | mfu: 39.3% | epoch: 1 | remaining: 297s    
