commit	val_bpb	memory_gb	status	description
0b09dd7	1.063457	26.6	ok	Changed DEPTH from 8 to 6 (model_dim 384, 3 heads), all else unchanged
79e7770	1.063502	26.6	ok	Changed DEPTH from 8 to 6 (n_embd=384, n_head=3), everything else unchanged, to bracket the depth optimum against the many DEPTH=10-12 proposals on the table.
0490566	1.014346	44.0	ok	Set WARMUP_RATIO from 0.0 to 0.05 (linear LR warmup over first 5% of the 5-min budget), all else unchanged from baseline (DEPTH=8).
9ad75a7	1.001440	43.9	ok	Changed TOTAL_BATCH_SIZE from 2**19 to 2**18, doubling optimizer steps within the fixed 5-minute wall-clock budget while keeping model size (DEPTH=8) and all LRs/schedules unchanged.
caf7f73	1.067556	64.5	ok	Changed DEPTH from 8 to 14 (n_embd 512->896, dropped DEVICE_BATCH_SIZE 128->64 to avoid OOM); all other hyperparameters unchanged.
089b3b0	0.998671	64.2	ok	Kept DEPTH=8, raised ASPECT_RATIO 64->96 so n_embd goes 512->768 and n_head 4->6, widening the model instead of deepening it; complements the DEPTH-only sweeps everyone else proposed this round.
ba89b68	0.998671	64.2	ok	All 6 proposals this round (a0-a5) independently converged on the same change: ASPECT_RATIO=96 (baseline) + TOTAL_BATCH_SIZE 2**19->2**18. No point running it 6 times.
1526d2f	1.053958	43.2	ok	Increased ASPECT_RATIO from 96 to 128 (n_embd 768->1024, n_head 6->8) at fixed DEPTH=8; had to drop DEVICE_BATCH_SIZE 128->64 to avoid OOM (first attempt OOM'd at 79GB with DEVICE_BATCH_SIZE=128).
4230180	1.037841	53.4	ok	Kept ASPECT_RATIO=96 (round-0 winner), increased DEPTH from 8 to 10 (n_embd 768->1024, n_head 8), dropped DEVICE_BATCH_SIZE 128->64 to avoid OOM.
3305aa6	1.042954	43.2	ok	Increased ASPECT_RATIO from 96 to 128 (n_embd 768->1024, n_head 6->8), and reduced DEVICE_BATCH_SIZE from 128 to 64 to avoid OOM at the larger width (grad_accum_steps auto-doubled to keep TOTAL_BATCH_SIZE fixed).
9aba3f8	1.037182	53.4	ok	Changed DEPTH from 8 to 10 on top of the ASPECT_RATIO=96 baseline (n_embd 768->1024, 8 heads); had to drop DEVICE_BATCH_SIZE 128->64 to avoid OOM, grad_accum doubled but TOTAL_BATCH_SIZE unchanged.
186def1	1.052909	43.2	ok	Deviated from the crowded (6-way duplicate) batch+width stack proposal; instead tested whether continuing to widen (ASPECT_RATIO 96->128, n_embd 768->1024) helps further, since 64->96 was a win. Had to drop DEVICE_BATCH_SIZE 128->64 to avoid OOM at n_embd=1024, which halves throughput/steps.
