run_index	round	agent	variant	status	val_bpb	best_so_far	cost_usd
1	0	a0	0	ok	1.00144	1.00144	0.7274699999999998
2	0	a1	0	ok	1.063502	1.00144	0.4999052
3	0	a2	0	ok	0.998671	0.998671	0.5537424
4	0	a3	0	ok	1.063457	0.998671	0.4818526000000001
5	0	a4	0	ok	1.067556	0.998671	0.5650958
6	0	a5	0	ok	1.014346	0.998671	0.5579616
7	1	a0	0	ok	1.042954	0.998671	0.5887298000000002
8	1	a1	0	ok	1.037182	0.998671	0.5881525999999999
9	1	a2	0	ok	1.053958	0.998671	0.5707902
10	1	a3	0	ok	1.052909	0.998671	0.5823240000000001
11	1	a4	0	ok	0.998671	0.998671	0.3913616
12	1	a5	0	ok	1.037841	0.998671	0.5633502
13	2	a0	0	ok	0.982573	0.982573	0.5635669999999999
14	2	a1	0	ok	0.982713	0.982573	0.6493705999999999
15	2	a2	0	ok	0.982613	0.982573	0.7130612
16	2	a3	0	ok	0.982595	0.982573	0.5934504000000003
17	2	a4	0	ok	0.982786	0.982573	0.7177374000000002
18	2	a5	0	ok	0.982558	0.982558	0.6518178
19	3	a0	0	ok	0.98259	0.982558	0.7549254000000001
20	3	a1	0	ok	0.983085	0.982558	0.7803112000000002
21	3	a2	0	ok	0.982306	0.982306	0.8120858000000001
22	3	a3	0	ok	0.98247	0.982306	0.7043312
23	3	a4	0	ok	0.985987	0.982306	0.7803927999999999
24	3	a5	0	ok	0.985242	0.982306	0.7238562
25	4	a0	0	ok	0.97812	0.97812	1.0010432
26	4	a1	0	ok	0.978298	0.97812	0.9835696000000002
27	4	a2	0	ok	0.978063	0.978063	0.897135
28	4	a3	0	ok	0.978193	0.978063	0.8633668
29	4	a4	0	ok	0.978041	0.978041	0.8797533999999999
30	4	a5	0	ok	0.982328	0.978041	0.8531094
