Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 8, 'n_kv_head': 8, 'n_embd': 512, 'window_pattern': 'SSSS'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,848
  scalars                 : 16
  total                   : 50,332,688
Estimated FLOPs per token: 1.997599e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011263 | lrm: 1.00 | dt: 42129ms | tok/sec: 6,222 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867350 | lrm: 1.00 | dt: 142ms | tok/sec: 1,842,706 | mfu: 37.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.486017 | lrm: 1.00 | dt: 146ms | tok/sec: 1,795,595 | mfu: 36.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.033814 | lrm: 1.00 | dt: 149ms | tok/sec: 1,760,452 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.654556 | lrm: 1.00 | dt: 192ms | tok/sec: 1,366,650 | mfu: 27.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322063 | lrm: 1.00 | dt: 191ms | tok/sec: 1,371,849 | mfu: 27.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.069105 | lrm: 1.00 | dt: 310ms | tok/sec: 846,990 | mfu: 17.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.863929 | lrm: 1.00 | dt: 306ms | tok/sec: 855,513 | mfu: 17.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.689315 | lrm: 1.00 | dt: 271ms | tok/sec: 966,515 | mfu: 19.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.540846 | lrm: 1.00 | dt: 204ms | tok/sec: 1,286,884 | mfu: 26.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.417224 | lrm: 1.00 | dt: 230ms | tok/sec: 1,141,564 | mfu: 23.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.307737 | lrm: 1.00 | dt: 174ms | tok/sec: 1,504,778 | mfu: 30.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.209451 | lrm: 1.00 | dt: 184ms | tok/sec: 1,424,350 | mfu: 28.8% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.126547 | lrm: 1.00 | dt: 170ms | tok/sec: 1,545,960 | mfu: 31.2% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.052980 | lrm: 1.00 | dt: 156ms | tok/sec: 1,681,228 | mfu: 33.9% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.985120 | lrm: 1.00 | dt: 192ms | tok/sec: 1,366,798 | mfu: 27.6% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.924778 | lrm: 1.00 | dt: 179ms | tok/sec: 1,465,720 | mfu: 29.6% | epoch: 1 | remaining: 299s    
step 00017 (0.4%) | loss: 5.866446 | lrm: 1.00 | dt: 183ms | tok/sec: 1,429,544 | mfu: 28.9% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.814931 | lrm: 1.00 | dt: 174ms | tok/sec: 1,510,067 | mfu: 30.5% | epoch: 1 | remaining: 299s    
step 00019 (0.5%) | loss: 5.766188 | lrm: 1.00 | dt: 201ms | tok/sec: 1,304,259 | mfu: 26.3% | epoch: 1 | remaining: 298s    
step 00020 (0.5%) | loss: 5.720350 | lrm: 1.00 | dt: 162ms | tok/sec: 1,621,182 | mfu: 32.7% | epoch: 1 | remaining: 298s    
step 00021 (0.6%) | loss: 5.678052 | lrm: 1.00 | dt: 184ms | tok/sec: 1,421,040 | mfu: 28.7% | epoch: 1 | remaining: 298s    
step 00022 (0.7%) | loss: 5.640420 | lrm: 1.00 | dt: 179ms | tok/sec: 1,462,826 | mfu: 29.5% | epoch: 1 | remaining: 298s    
step 00023 (0.7%) | loss: 5.603530 | lrm: 1.00 | dt: 208ms | tok/sec: 1,258,646 | mfu: 25.4% | epoch: 1 | remaining: 298s    
step 00024 (0.8%) | loss: 5.569032 | lrm: 1.00 | dt: 234ms | tok/sec: 1,121,216 | mfu: 22.6% | epoch: 1 | remaining: 297s    
step 00025 (0.9%) | loss: 5.534559 | lrm: 1.00 | dt: 262ms | tok/sec: 998,961 | mfu: 20.2% | epoch: 1 | remaining: 297s    
step 00026 (0.9%) | loss: 5.501337 | lrm: 1.00 | dt: 209ms | tok/sec: 1,256,902 | mfu: 25.4% | epoch: 1 | remaining: 297s    
step 00027 (1.0%) | loss: 5.468472 | lrm: 1.00 | dt: 286ms | tok/sec: 915,486 | mfu: 18.5% | epoch: 1 | remaining: 297s    
step 00028 (1.1%) | loss: 5.440159 | lrm: 1.00 | dt: 274ms | tok/sec: 958,463 | mfu: 19.3% | epoch: 1 | remaining: 296s    
step 00029 (1.2%) | loss: 5.411958 | lrm: 1.00 | dt: 179ms | tok/sec: 1,463,909 | mfu: 29.6% | epoch: 1 | remaining: 296s    
step 00030 (1.3%) | loss: 5.380131 | lrm: 1.00 | dt: 181ms | tok/sec: 1,447,255 | mfu: 29.2% | epoch: 1 | remaining: 296s    
step 00031 (1.3%) | loss: 5.352104 | lrm: 1.00 | dt: 202ms | tok/sec: 1,295,251 | mfu: 26.1% | epoch: 1 | remaining: 296s    
step 00032 (1.4%) | loss: 5.324818 | lrm: 1.00 | dt: 168ms | tok/sec: 1,562,587 | mfu: 31.5% | epoch: 1 | remaining: 296s    
step 00033 (1.4%) | loss: 5.297866 | lrm: 1.00 | dt: 191ms | tok/sec: 1,371,163 | mfu: 27.7% | epoch: 1 | remaining: 295s    
step 00034 (1.5%) | loss: 5.270396 | lrm: 1.00 | dt: 265ms | tok/sec: 990,135 | mfu: 20.0% | epoch: 1 | remaining: 295s    
step 00035 (1.6%) | loss: 5.242906 | lrm: 1.00 | dt: 203ms | tok/sec: 1,291,625 | mfu: 26.1% | epoch: 1 | remaining: 295s    
step 00036 (1.7%) | loss: 5.216530 | lrm: 1.00 | dt: 175ms | tok/sec: 1,498,351 | mfu: 30.2% | epoch: 1 | remaining: 295s    
