run_index	round	agent	variant	status	val_bpb	best_so_far	cost_usd
1	0	a0	0	crash		0.996598	0.18075500000000003
2	0	a0	1	crash		0.996598	0.1859744
3	0	a1	0	ok	1.014134	0.996598	0.2214805
4	0	a1	1	ok	1.001338	0.996598	0.2068365
5	0	a2	0	crash		0.996598	0.15619900000000006
6	0	a2	1	ok	0.998767	0.996598	0.1565282
7	1	a0	0	ok	0.996747	0.996598	0.24571640000000003
8	1	a0	1	crash		0.996598	0.1469144
9	1	a1	0	ok	0.996553	0.996553	0.2707022
10	1	a1	1	crash		0.996553	0.14013219999999998
11	1	a2	0	crash		0.996553	0.1885047
12	1	a2	1	ok	0.998232	0.996553	0.33426609999999995
13	2	a0	0	ok	1.004876	0.996553	0.29612045
14	2	a0	1	ok	0.996553	0.996553	0.29384260000000006
15	2	a1	0	ok	0.996553	0.996553	0.2754094
16	2	a1	1	ok	0.996553	0.996553	0.3465617000000001
17	2	a2	0	ok	0.996553	0.996553	0.19256300000000004
18	2	a2	1	ok	1.002312	0.996553	0.5254363000000001
19	3	a0	0	crash		0.996553	0.42967595
20	3	a0	1	ok	0.997323	0.996553	0.1901665
21	3	a1	0	ok	0.996221	0.996221	0.2476721
22	3	a1	1	ok	0.996553	0.996221	0.29663775
23	3	a2	0	ok	0.996553	0.996221	0.27747289999999997
24	3	a2	1	ok	0.996553	0.996221	0.22433050000000002
25	4	a0	0	ok	0.996089	0.996089	0.43748615
26	4	a0	1	ok	0.995001	0.995001	0.21971415
27	4	a1	0	ok	1.015091	0.995001	0.37478075
28	4	a1	1	ok	0.996221	0.995001	1.1061117000000005
29	4	a2	0	ok	1.014147	0.995001	0.4488765000000001
30	4	a2	1	ok	1.014313	0.995001	0.37736974999999995
31	5	a0	0	ok	0.993742	0.993742	0.41491530000000004
32	5	a0	1	ok	0.99526	0.993742	0.24707790000000004
33	5	a1	0	ok	0.995001	0.993742	0.4149329499999999
34	5	a1	1	ok	0.994872	0.993742	0.55526425
35	5	a2	0	ok	0.995001	0.993742	0.2545807
36	5	a2	1	ok	0.99394	0.993742	0.36826875
