run_index	round	agent	variant	status	val_bpb	best_so_far	cost_usd
1	1	a3	0	ok	0.988763	0.988763	0.0
2	2	a5	0	ok	1.003634	0.988763	0.0
3	3	a4	0	ok	1.002227	0.988763	0.0
4	4	a0	0	ok	0.996845	0.988763	0.0
5	5	a2	0	ok	0.997153	0.988763	0.0
6	6	a1	0	ok	0.9989	0.988763	0.0
7	7	a3	0	ok	0.99687	0.988763	0.0
8	8	a5	0	ok	0.987049	0.987049	0.0
9	9	a4	0	ok	0.999969	0.987049	0.0
10	10	a0	0	ok	0.987867	0.987049	0.0
11	11	a2	0	ok	0.994114	0.987049	0.0
12	12	a1	0	ok	0.988273	0.987049	0.0
13	13	a3	0	ok	0.98893	0.987049	0.0
14	14	a5	0	ok	0.988363	0.987049	0.0
15	15	a4	0	ok	0.982903	0.982903	0.0
16	16	a0	0	ok	0.986614	0.982903	0.0
17	17	a2	0	ok	0.989697	0.982903	0.0
18	18	a1	0	ok	0.98559	0.982903	0.0
19	19	a3	0	ok	0.989867	0.982903	0.0
20	20	a5	0	ok	0.987748	0.982903	0.0
21	21	a4	0	ok	0.984286	0.982903	0.0
22	22	a0	0	ok	0.982265	0.982265	0.0
23	23	a2	0	ok	0.992968	0.982265	0.0
24	24	a1	0	ok	0.983476	0.982265	0.0
25	25	a3	0	ok	0.988051	0.982265	0.0
26	26	a5	0	ok	0.978654	0.978654	0.0
27	27	a4	0	ok	0.983617	0.978654	0.0
28	28	a0	0	ok	0.982291	0.978654	0.0
29	29	a2	0	ok	0.983135	0.978654	0.0
30	30	a1	0	ok	0.982987	0.978654	0.0
31	31	a3	0	ok	0.988331	0.978654	0.0
32	32	a5	0	ok	0.98443	0.978654	0.0
33	33	a4	0	ok	0.987336	0.978654	0.0
34	34	a0	0	ok	0.977973	0.977973	0.0
35	35	a2	0	ok	0.977896	0.977896	0.0
36	36	a1	0	ok	0.98456	0.977896	0.0
