Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 20,971,520
  lm_head                 : 4,194,304
  transformer_matrices    : 31,457,920
  scalars                 : 20
  total                   : 60,818,068
Estimated FLOPs per token: 2.957023e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 16801ms | tok/sec: 15,603 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867385 | lrm: 1.00 | dt: 189ms | tok/sec: 1,384,431 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.485573 | lrm: 1.00 | dt: 192ms | tok/sec: 1,365,244 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.033181 | lrm: 1.00 | dt: 193ms | tok/sec: 1,361,546 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.654986 | lrm: 1.00 | dt: 192ms | tok/sec: 1,368,499 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322617 | lrm: 1.00 | dt: 209ms | tok/sec: 1,255,766 | mfu: 37.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.069856 | lrm: 1.00 | dt: 199ms | tok/sec: 1,320,046 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.864853 | lrm: 1.00 | dt: 191ms | tok/sec: 1,370,529 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.690598 | lrm: 1.00 | dt: 194ms | tok/sec: 1,352,204 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.542472 | lrm: 1.00 | dt: 195ms | tok/sec: 1,343,037 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.419400 | lrm: 1.00 | dt: 207ms | tok/sec: 1,268,144 | mfu: 37.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.310573 | lrm: 1.00 | dt: 198ms | tok/sec: 1,325,254 | mfu: 39.6% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.213114 | lrm: 1.00 | dt: 192ms | tok/sec: 1,363,532 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.131132 | lrm: 1.00 | dt: 194ms | tok/sec: 1,347,863 | mfu: 40.3% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.058383 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,567 | mfu: 40.3% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 5.991401 | lrm: 1.00 | dt: 200ms | tok/sec: 1,309,645 | mfu: 39.1% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.932306 | lrm: 1.00 | dt: 201ms | tok/sec: 1,306,500 | mfu: 39.0% | epoch: 1 | remaining: 299s    
step 00017 (0.4%) | loss: 5.875381 | lrm: 1.00 | dt: 197ms | tok/sec: 1,328,048 | mfu: 39.7% | epoch: 1 | remaining: 299s    
step 00018 (0.5%) | loss: 5.825340 | lrm: 1.00 | dt: 194ms | tok/sec: 1,347,891 | mfu: 40.3% | epoch: 1 | remaining: 298s    
step 00019 (0.5%) | loss: 5.778224 | lrm: 1.00 | dt: 194ms | tok/sec: 1,351,076 | mfu: 40.4% | epoch: 1 | remaining: 298s    
step 00020 (0.6%) | loss: 5.733994 | lrm: 1.00 | dt: 199ms | tok/sec: 1,318,990 | mfu: 39.4% | epoch: 1 | remaining: 298s    
step 00021 (0.7%) | loss: 5.694080 | lrm: 1.00 | dt: 198ms | tok/sec: 1,326,126 | mfu: 39.6% | epoch: 1 | remaining: 298s    
step 00022 (0.7%) | loss: 5.659286 | lrm: 1.00 | dt: 197ms | tok/sec: 1,327,898 | mfu: 39.7% | epoch: 1 | remaining: 298s    
step 00023 (0.8%) | loss: 5.625337 | lrm: 1.00 | dt: 195ms | tok/sec: 1,343,686 | mfu: 40.2% | epoch: 1 | remaining: 297s    
step 00024 (0.9%) | loss: 5.593651 | lrm: 1.00 | dt: 197ms | tok/sec: 1,330,741 | mfu: 39.8% | epoch: 1 | remaining: 297s    
step 00025 (0.9%) | loss: 5.561617 | lrm: 1.00 | dt: 196ms | tok/sec: 1,334,242 | mfu: 39.9% | epoch: 1 | remaining: 297s    
step 00026 (1.0%) | loss: 5.530666 | lrm: 1.00 | dt: 197ms | tok/sec: 1,330,074 | mfu: 39.7% | epoch: 1 | remaining: 297s    
step 00027 (1.0%) | loss: 5.500454 | lrm: 1.00 | dt: 195ms | tok/sec: 1,341,708 | mfu: 40.1% | epoch: 1 | remaining: 297s    
step 00028 (1.1%) | loss: 5.473979 | lrm: 1.00 | dt: 194ms | tok/sec: 1,352,318 | mfu: 40.4% | epoch: 1 | remaining: 296s    
step 00029 (1.2%) | loss: 5.447378 | lrm: 1.00 | dt: 196ms | tok/sec: 1,336,561 | mfu: 39.9% | epoch: 1 | remaining: 296s    
step 00030 (1.2%) | loss: 5.417914 | lrm: 1.00 | dt: 199ms | tok/sec: 1,318,406 | mfu: 39.4% | epoch: 1 | remaining: 296s    
step 00031 (1.3%) | loss: 5.392111 | lrm: 1.00 | dt: 200ms | tok/sec: 1,313,783 | mfu: 39.3% | epoch: 1 | remaining: 296s    
step 00032 (1.4%) | loss: 5.367320 | lrm: 1.00 | dt: 194ms | tok/sec: 1,350,451 | mfu: 40.4% | epoch: 1 | remaining: 296s    
step 00033 (1.4%) | loss: 5.342668 | lrm: 1.00 | dt: 195ms | tok/sec: 1,343,289 | mfu: 40.1% | epoch: 1 | remaining: 295s    
step 00034 (1.5%) | loss: 5.316871 | lrm: 1.00 | dt: 197ms | tok/sec: 1,328,848 | mfu: 39.7% | epoch: 1 | remaining: 295s    
step 00035 (1.6%) | loss: 5.290180 | lrm: 1.00 | dt: 200ms | tok/sec: 1,312,705 | mfu: 39.2% | epoch: 1 | remaining: 295s    
step 00036 (1.6%) | loss: 5.264140 | lrm: 1.00 | dt: 196ms | tok/sec: 1,334,595 | mfu: 39.9% | epoch: 1 | remaining: 295s    
step 00037 (1.7%) | loss: 5.239269 | lrm: 1.00 | dt: 196ms | tok/sec: 1,335,735 | mfu: 39.9% | epoch: 1 | remaining: 295s    
step 00038 (1.8%) | loss: 5.212844 | lrm: 1.00 | dt: 193ms | tok/sec: 1,355,126 | mfu: 40.5% | epoch: 1 | remaining: 294s    
step 00039 (1.8%) | loss: 5.187114 | lrm: 1.00 | dt: 200ms | tok/sec: 1,309,851 | mfu: 39.1% | epoch: 1 | remaining: 294s    
step 00040 (1.9%) | loss: 5.164967 | lrm: 1.00 | dt: 199ms | tok/sec: 1,317,694 | mfu: 39.4% | epoch: 1 | remaining: 294s    
step 00041 (2.0%) | loss: 5.139084 | lrm: 1.00 | dt: 200ms | tok/sec: 1,311,883 | mfu: 39.2% | epoch: 1 | remaining: 294s    
step 00042 (2.0%) | loss: 5.116138 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,643 | mfu: 40.3% | epoch: 1 | remaining: 294s    
step 00043 (2.1%) | loss: 5.089419 | lrm: 1.00 | dt: 195ms | tok/sec: 1,341,106 | mfu: 40.1% | epoch: 1 | remaining: 294s    
step 00044 (2.2%) | loss: 5.065156 | lrm: 1.00 | dt: 198ms | tok/sec: 1,325,180 | mfu: 39.6% | epoch: 1 | remaining: 293s    
step 00045 (2.2%) | loss: 5.043276 | lrm: 1.00 | dt: 198ms | tok/sec: 1,320,880 | mfu: 39.5% | epoch: 1 | remaining: 293s    
step 00046 (2.3%) | loss: 5.018873 | lrm: 1.00 | dt: 197ms | tok/sec: 1,330,086 | mfu: 39.7% | epoch: 1 | remaining: 293s    
step 00047 (2.4%) | loss: 4.992525 | lrm: 1.00 | dt: 195ms | tok/sec: 1,345,450 | mfu: 40.2% | epoch: 1 | remaining: 293s    
step 00048 (2.4%) | loss: 4.967171 | lrm: 1.00 | dt: 197ms | tok/sec: 1,332,725 | mfu: 39.8% | epoch: 1 | remaining: 293s    
step 00049 (2.5%) | loss: 4.938954 | lrm: 1.00 | dt: 196ms | tok/sec: 1,339,667 | mfu: 40.0% | epoch: 1 | remaining: 292s    
step 00050 (2.6%) | loss: 4.917198 | lrm: 1.00 | dt: 199ms | tok/sec: 1,318,713 | mfu: 39.4% | epoch: 1 | remaining: 292s    
step 00051 (2.6%) | loss: 4.891598 | lrm: 1.00 | dt: 198ms | tok/sec: 1,327,274 | mfu: 39.7% | epoch: 1 | remaining: 292s    
step 00052 (2.7%) | loss: 4.868150 | lrm: 1.00 | dt: 195ms | tok/sec: 1,345,979 | mfu: 40.2% | epoch: 1 | remaining: 292s    
step 00053 (2.8%) | loss: 4.844360 | lrm: 1.00 | dt: 195ms | tok/sec: 1,341,137 | mfu: 40.1% | epoch: 1 | remaining: 292s    
step 00054 (2.8%) | loss: 4.817023 | lrm: 1.00 | dt: 197ms | tok/sec: 1,328,225 | mfu: 39.7% | epoch: 1 | remaining: 291s    
step 00055 (2.9%) | loss: 4.794352 | lrm: 1.00 | dt: 200ms | tok/sec: 1,312,155 | mfu: 39.2% | epoch: 1 | remaining: 291s    
step 00056 (3.0%) | loss: 4.772321 | lrm: 1.00 | dt: 199ms | tok/sec: 1,318,789 | mfu: 39.4% | epoch: 1 | remaining: 291s    
step 00057 (3.0%) | loss: 4.750471 | lrm: 1.00 | dt: 197ms | tok/sec: 1,332,491 | mfu: 39.8% | epoch: 1 | remaining: 291s    
step 00058 (3.1%) | loss: 4.728495 | lrm: 1.00 | dt: 196ms | tok/sec: 1,337,088 | mfu: 40.0% | epoch: 1 | remaining: 291s    
step 00059 (3.1%) | loss: 4.705971 | lrm: 1.00 | dt: 195ms | tok/sec: 1,345,024 | mfu: 40.2% | epoch: 1 | remaining: 290s    
step 00060 (3.2%) | loss: 4.685002 | lrm: 1.00 | dt: 199ms | tok/sec: 1,319,818 | mfu: 39.4% | epoch: 1 | remaining: 290s    
step 00061 (3.3%) | loss: 4.659382 | lrm: 1.00 | dt: 199ms | tok/sec: 1,314,449 | mfu: 39.3% | epoch: 1 | remaining: 290s    
