run_index	round	agent	variant	status	val_bpb	best_so_far	cost_usd
1	0	a0	0	ok	0.997406	0.997359	2.1347694999999995
2	0	a0	1	ok	0.997662	0.997359	1.063017
3	0	a0	2	ok	0.997358	0.997358	1.0269985000000001
4	0	a0	3	crash		0.997358	1.069144
5	0	a0	4	ok	0.998275	0.997358	1.0757260000000002
6	1	a0	0	ok	1.00011	0.997358	1.2081239999999998
7	1	a0	1	ok	0.999863	0.997358	1.7311135000000004
8	1	a0	2	ok	1.000306	0.997358	1.3185635
9	1	a0	3	ok	0.99916	0.997358	1.4919940000000003
10	1	a0	4	ok	1.000214	0.997358	1.3488375
11	2	a0	0	ok	0.989007	0.989007	1.6062014999999998
12	2	a0	1	ok	0.989143	0.989007	1.2176675000000001
13	2	a0	2	ok	0.989595	0.989007	1.4300380000000001
14	2	a0	3	ok	0.989238	0.989007	1.613459
15	2	a0	4	ok	0.989341	0.989007	1.3199824999999996
16	3	a0	0	ok	0.986292	0.986292	1.5300510000000003
17	3	a0	1	ok	0.986675	0.986292	1.4365694999999998
18	3	a0	2	ok	0.986443	0.986292	1.3792669999999998
19	3	a0	3	ok	0.986277	0.986277	1.6079809999999999
20	3	a0	4	ok	0.986354	0.986277	1.385017
21	4	a0	0	ok	0.986873	0.986277	1.8023564999999995
22	4	a0	1	ok	0.986933	0.986277	1.4088135
23	4	a0	2	ok	0.986702	0.986277	1.6578909999999998
24	4	a0	3	ok	0.986993	0.986277	1.4804245
25	4	a0	4	ok	0.986885	0.986277	1.330061
26	5	a0	0	ok	0.987221	0.986277	1.9664465
27	5	a0	1	ok	0.987376	0.986277	1.9261139999999999
28	5	a0	2	ok	0.986277	0.986277	1.643504
29	5	a0	3	ok	0.987643	0.986277	2.0396484999999998
30	5	a0	4	ok	0.987155	0.986277	2.3172679999999994
31	6	a0	0	ok	0.990289	0.986277	2.2409649999999997
32	6	a0	1	ok	0.990464	0.986277	2.5786114999999996
33	6	a0	2	ok	0.990145	0.986277	2.117041
34	6	a0	3	ok	0.990249	0.986277	4.768066499999999
35	6	a0	4	ok	0.990209	0.986277	1.8880375
