Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.203258e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011126 | lrm: 1.00 | dt: 24015ms | tok/sec: 21,831 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.154982 | lrm: 1.00 | dt: 339ms | tok/sec: 1,547,411 | mfu: 18.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.931623 | lrm: 1.00 | dt: 371ms | tok/sec: 1,414,434 | mfu: 17.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.535961 | lrm: 1.00 | dt: 507ms | tok/sec: 1,035,034 | mfu: 12.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.128674 | lrm: 1.00 | dt: 518ms | tok/sec: 1,012,186 | mfu: 12.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.770445 | lrm: 1.00 | dt: 414ms | tok/sec: 1,267,754 | mfu: 15.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.471246 | lrm: 1.00 | dt: 448ms | tok/sec: 1,171,142 | mfu: 14.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.225168 | lrm: 1.00 | dt: 459ms | tok/sec: 1,141,241 | mfu: 13.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.017733 | lrm: 1.00 | dt: 439ms | tok/sec: 1,194,690 | mfu: 14.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.836582 | lrm: 1.00 | dt: 473ms | tok/sec: 1,107,906 | mfu: 13.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.678724 | lrm: 1.00 | dt: 421ms | tok/sec: 1,245,426 | mfu: 15.1% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.544902 | lrm: 1.00 | dt: 473ms | tok/sec: 1,109,278 | mfu: 13.5% | epoch: 1 | remaining: 300s    
step 00012 (0.2%) | loss: 6.424737 | lrm: 1.00 | dt: 425ms | tok/sec: 1,234,696 | mfu: 15.0% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 6.316259 | lrm: 1.00 | dt: 533ms | tok/sec: 983,568 | mfu: 12.0% | epoch: 1 | remaining: 299s    
step 00014 (0.5%) | loss: 6.224053 | lrm: 1.00 | dt: 483ms | tok/sec: 1,085,517 | mfu: 13.2% | epoch: 1 | remaining: 298s    
step 00015 (0.6%) | loss: 6.140392 | lrm: 1.00 | dt: 476ms | tok/sec: 1,101,019 | mfu: 13.4% | epoch: 1 | remaining: 298s    
step 00016 (0.8%) | loss: 6.068243 | lrm: 1.00 | dt: 408ms | tok/sec: 1,284,500 | mfu: 15.6% | epoch: 1 | remaining: 297s    
step 00017 (0.9%) | loss: 5.999362 | lrm: 1.00 | dt: 462ms | tok/sec: 1,135,832 | mfu: 13.8% | epoch: 1 | remaining: 297s    
step 00018 (1.1%) | loss: 5.936953 | lrm: 1.00 | dt: 461ms | tok/sec: 1,137,183 | mfu: 13.8% | epoch: 1 | remaining: 296s    
step 00019 (1.2%) | loss: 5.879275 | lrm: 1.00 | dt: 439ms | tok/sec: 1,195,595 | mfu: 14.5% | epoch: 1 | remaining: 296s    
step 00020 (1.4%) | loss: 5.826531 | lrm: 1.00 | dt: 456ms | tok/sec: 1,150,854 | mfu: 14.0% | epoch: 1 | remaining: 295s    
step 00021 (1.5%) | loss: 5.777891 | lrm: 1.00 | dt: 433ms | tok/sec: 1,211,061 | mfu: 14.7% | epoch: 1 | remaining: 295s    
step 00022 (1.7%) | loss: 5.734787 | lrm: 1.00 | dt: 470ms | tok/sec: 1,114,913 | mfu: 13.6% | epoch: 1 | remaining: 294s    
step 00023 (1.8%) | loss: 5.691826 | lrm: 1.00 | dt: 444ms | tok/sec: 1,181,232 | mfu: 14.4% | epoch: 1 | remaining: 294s    
step 00024 (2.0%) | loss: 5.651454 | lrm: 1.00 | dt: 466ms | tok/sec: 1,124,211 | mfu: 13.7% | epoch: 1 | remaining: 294s    
step 00025 (2.1%) | loss: 5.614836 | lrm: 1.00 | dt: 426ms | tok/sec: 1,229,522 | mfu: 15.0% | epoch: 1 | remaining: 293s    
step 00026 (2.3%) | loss: 5.581085 | lrm: 1.00 | dt: 410ms | tok/sec: 1,280,052 | mfu: 15.6% | epoch: 1 | remaining: 293s    
step 00027 (2.4%) | loss: 5.549147 | lrm: 1.00 | dt: 424ms | tok/sec: 1,236,869 | mfu: 15.0% | epoch: 1 | remaining: 292s    
step 00028 (2.6%) | loss: 5.520324 | lrm: 1.00 | dt: 386ms | tok/sec: 1,357,356 | mfu: 16.5% | epoch: 1 | remaining: 292s    
step 00029 (2.7%) | loss: 5.491034 | lrm: 1.00 | dt: 415ms | tok/sec: 1,263,425 | mfu: 15.4% | epoch: 1 | remaining: 292s    
step 00030 (2.8%) | loss: 5.461081 | lrm: 1.00 | dt: 422ms | tok/sec: 1,243,581 | mfu: 15.1% | epoch: 1 | remaining: 291s    
