Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 20,971,520
  lm_head                 : 5,242,880
  transformer_matrices    : 39,322,240
  scalars                 : 16
  total                   : 70,779,536
Estimated FLOPs per token: 3.460339e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011407 | lrm: 1.00 | dt: 7313ms | tok/sec: 71,687 | mfu: 2.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.302110 | lrm: 1.00 | dt: 415ms | tok/sec: 1,264,097 | mfu: 44.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.848710 | lrm: 1.00 | dt: 419ms | tok/sec: 1,249,895 | mfu: 43.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.547759 | lrm: 1.00 | dt: 445ms | tok/sec: 1,178,492 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.371362 | lrm: 1.00 | dt: 421ms | tok/sec: 1,244,486 | mfu: 43.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.158100 | lrm: 1.00 | dt: 440ms | tok/sec: 1,191,163 | mfu: 41.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.894835 | lrm: 1.00 | dt: 424ms | tok/sec: 1,235,414 | mfu: 43.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.633489 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,532 | mfu: 42.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.388898 | lrm: 1.00 | dt: 432ms | tok/sec: 1,213,644 | mfu: 42.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.165248 | lrm: 1.00 | dt: 427ms | tok/sec: 1,226,919 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.966262 | lrm: 1.00 | dt: 437ms | tok/sec: 1,201,001 | mfu: 42.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.793932 | lrm: 1.00 | dt: 430ms | tok/sec: 1,220,117 | mfu: 42.7% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.641125 | lrm: 1.00 | dt: 439ms | tok/sec: 1,194,426 | mfu: 41.8% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 6.503666 | lrm: 1.00 | dt: 430ms | tok/sec: 1,219,744 | mfu: 42.7% | epoch: 1 | remaining: 299s    
step 00014 (0.4%) | loss: 6.386012 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,465 | mfu: 42.2% | epoch: 1 | remaining: 298s    
step 00015 (0.6%) | loss: 6.281399 | lrm: 1.00 | dt: 432ms | tok/sec: 1,213,157 | mfu: 42.4% | epoch: 1 | remaining: 298s    
step 00016 (0.7%) | loss: 6.191927 | lrm: 1.00 | dt: 431ms | tok/sec: 1,217,083 | mfu: 42.6% | epoch: 1 | remaining: 297s    
step 00017 (0.9%) | loss: 6.106025 | lrm: 1.00 | dt: 437ms | tok/sec: 1,200,667 | mfu: 42.0% | epoch: 1 | remaining: 297s    
step 00018 (1.0%) | loss: 6.028668 | lrm: 1.00 | dt: 432ms | tok/sec: 1,213,171 | mfu: 42.4% | epoch: 1 | remaining: 297s    
step 00019 (1.2%) | loss: 5.957278 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,252 | mfu: 42.2% | epoch: 1 | remaining: 296s    
step 00020 (1.3%) | loss: 5.892574 | lrm: 1.00 | dt: 431ms | tok/sec: 1,217,332 | mfu: 42.6% | epoch: 1 | remaining: 296s    
step 00021 (1.4%) | loss: 5.832901 | lrm: 1.00 | dt: 436ms | tok/sec: 1,203,591 | mfu: 42.1% | epoch: 1 | remaining: 295s    
step 00022 (1.6%) | loss: 5.780660 | lrm: 1.00 | dt: 433ms | tok/sec: 1,211,677 | mfu: 42.4% | epoch: 1 | remaining: 295s    
step 00023 (1.7%) | loss: 5.730350 | lrm: 1.00 | dt: 435ms | tok/sec: 1,206,394 | mfu: 42.2% | epoch: 1 | remaining: 294s    
step 00024 (1.9%) | loss: 5.682066 | lrm: 1.00 | dt: 434ms | tok/sec: 1,209,219 | mfu: 42.3% | epoch: 1 | remaining: 294s    
step 00025 (2.0%) | loss: 5.638487 | lrm: 1.00 | dt: 429ms | tok/sec: 1,222,963 | mfu: 42.8% | epoch: 1 | remaining: 294s    
step 00026 (2.2%) | loss: 5.596720 | lrm: 1.00 | dt: 436ms | tok/sec: 1,202,609 | mfu: 42.1% | epoch: 1 | remaining: 293s    
step 00027 (2.3%) | loss: 5.557195 | lrm: 1.00 | dt: 432ms | tok/sec: 1,213,601 | mfu: 42.4% | epoch: 1 | remaining: 293s    
step 00028 (2.5%) | loss: 5.521894 | lrm: 1.00 | dt: 433ms | tok/sec: 1,210,088 | mfu: 42.3% | epoch: 1 | remaining: 292s    
step 00029 (2.6%) | loss: 5.488550 | lrm: 1.00 | dt: 434ms | tok/sec: 1,209,376 | mfu: 42.3% | epoch: 1 | remaining: 292s    
step 00030 (2.7%) | loss: 5.451918 | lrm: 1.00 | dt: 437ms | tok/sec: 1,198,792 | mfu: 41.9% | epoch: 1 | remaining: 291s    
