Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 6658ms | tok/sec: 39,375 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867334 | lrm: 1.00 | dt: 155ms | tok/sec: 1,696,586 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.486181 | lrm: 1.00 | dt: 158ms | tok/sec: 1,663,484 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.034195 | lrm: 1.00 | dt: 158ms | tok/sec: 1,654,261 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.655188 | lrm: 1.00 | dt: 158ms | tok/sec: 1,657,516 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322745 | lrm: 1.00 | dt: 159ms | tok/sec: 1,653,895 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.069860 | lrm: 1.00 | dt: 178ms | tok/sec: 1,471,842 | mfu: 35.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.865021 | lrm: 1.00 | dt: 190ms | tok/sec: 1,378,979 | mfu: 33.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.690665 | lrm: 1.00 | dt: 177ms | tok/sec: 1,479,245 | mfu: 35.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.542497 | lrm: 1.00 | dt: 180ms | tok/sec: 1,458,878 | mfu: 35.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.419354 | lrm: 1.00 | dt: 180ms | tok/sec: 1,458,284 | mfu: 35.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.310444 | lrm: 1.00 | dt: 157ms | tok/sec: 1,667,966 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.212917 | lrm: 1.00 | dt: 161ms | tok/sec: 1,630,099 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.130888 | lrm: 1.00 | dt: 174ms | tok/sec: 1,507,301 | mfu: 36.4% | epoch: 1 | remaining: 300s    
step 00014 (0.2%) | loss: 6.058142 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,641 | mfu: 39.7% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.991144 | lrm: 1.00 | dt: 204ms | tok/sec: 1,288,068 | mfu: 31.1% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.931978 | lrm: 1.00 | dt: 161ms | tok/sec: 1,627,726 | mfu: 39.3% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.874980 | lrm: 1.00 | dt: 173ms | tok/sec: 1,512,306 | mfu: 36.5% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.824927 | lrm: 1.00 | dt: 160ms | tok/sec: 1,637,506 | mfu: 39.6% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.777769 | lrm: 1.00 | dt: 187ms | tok/sec: 1,401,823 | mfu: 33.9% | epoch: 1 | remaining: 298s    
step 00020 (0.5%) | loss: 5.733407 | lrm: 1.00 | dt: 158ms | tok/sec: 1,654,719 | mfu: 40.0% | epoch: 1 | remaining: 298s    
step 00021 (0.6%) | loss: 5.693323 | lrm: 1.00 | dt: 178ms | tok/sec: 1,474,154 | mfu: 35.6% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 5.658348 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,037 | mfu: 39.9% | epoch: 1 | remaining: 298s    
step 00023 (0.7%) | loss: 5.624361 | lrm: 1.00 | dt: 181ms | tok/sec: 1,448,242 | mfu: 35.0% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 5.592692 | lrm: 1.00 | dt: 157ms | tok/sec: 1,670,822 | mfu: 40.4% | epoch: 1 | remaining: 298s    
step 00025 (0.8%) | loss: 5.560592 | lrm: 1.00 | dt: 164ms | tok/sec: 1,596,725 | mfu: 38.6% | epoch: 1 | remaining: 297s    
step 00026 (0.8%) | loss: 5.529576 | lrm: 1.00 | dt: 163ms | tok/sec: 1,612,272 | mfu: 39.0% | epoch: 1 | remaining: 297s    
step 00027 (0.9%) | loss: 5.499434 | lrm: 1.00 | dt: 175ms | tok/sec: 1,498,215 | mfu: 36.2% | epoch: 1 | remaining: 297s    
step 00028 (1.0%) | loss: 5.473014 | lrm: 1.00 | dt: 175ms | tok/sec: 1,495,647 | mfu: 36.1% | epoch: 1 | remaining: 297s    
step 00029 (1.0%) | loss: 5.446396 | lrm: 1.00 | dt: 175ms | tok/sec: 1,498,977 | mfu: 36.2% | epoch: 1 | remaining: 297s    
step 00030 (1.1%) | loss: 5.416628 | lrm: 1.00 | dt: 163ms | tok/sec: 1,605,103 | mfu: 38.8% | epoch: 1 | remaining: 297s    
