run_index	round	agent	variant	status	val_bpb	best_so_far	cost_usd
1	1	a2	0	ok	0.997355	0.996598	0.0
2	2	a1	0	ok	1.000596	0.996598	0.0
3	3	a0	0	ok	1.00069	0.996598	0.0
4	4	a2	0	ok	0.997786	0.996598	0.0
5	5	a0	0	ok	0.991949	0.991949	0.0
6	6	a1	0	ok	0.998305	0.991949	0.0
7	7	a2	0	ok	0.997963	0.991949	0.0
8	8	a1	0	ok	0.998266	0.991949	0.0
9	9	a1	0	ok	0.9986	0.991949	0.0
10	10	a1	0	ok	0.999405	0.991949	0.0
11	11	a1	0	ok	0.998181	0.991949	0.0
12	12	a1	0	ok	0.998891	0.991949	0.0
13	13	a1	0	ok	0.998386	0.991949	0.0
14	14	a1	0	ok	0.994809	0.991949	0.0
15	15	a1	0	ok	0.998048	0.991949	0.0
16	16	a1	0	ok	0.998169	0.991949	0.0
17	17	a1	0	ok	0.998012	0.991949	0.0
18	18	a0	0	ok	1.039023	0.991949	0.0
19	19	a2	0	ok	0.996691	0.991949	0.0
20	20	a2	0	ok	0.996702	0.991949	0.0
21	21	a0	0	ok	1.037945	0.991949	0.0
22	22	a2	0	ok	0.994955	0.991949	0.0
23	23	a2	0	ok	0.994254	0.991949	0.0
24	24	a0	0	ok	0.993903	0.991949	0.0
25	25	a2	0	ok	1.017291	0.991949	0.0
26	26	a0	0	ok	0.992399	0.991949	0.0
27	27	a2	0	ok	1.025872	0.991949	0.0
28	28	a0	0	ok	0.997339	0.991949	0.0
29	29	a2	0	ok	1.04272	0.991949	0.0
30	30	a0	0	ok	0.993162	0.991949	0.0
31	31	a2	0	ok	0.998852	0.991949	0.0
32	32	a0	0	ok	1.000415	0.991949	0.0
33	33	a2	0	ok	0.999176	0.991949	0.0
34	34	a0	0	ok	0.99173	0.99173	0.0
35	35	a0	0	ok	0.991387	0.991387	0.0
36	36	a0	0	ok	0.990882	0.990882	0.0
